Pergunta;Opções;Resposta;Fonte
. You have a Microsoft Power BI report that contains a single page. The page contains six visuals and a button. You need to create a solution that enables users to replace two visuals with two other visuals by selecting the button. **What should you do in the selection pane first?** **Select only one answer.** - **Group the two visuals that will be replaced when selecting the button.** - Group visuals that will not be affected by selecting the button. - In the tab order, hide the two visuals that will be replaced. - In the layer order, move the two visuals that will be replaced to the bottom.;*What should you do in the selection pane first?** | *Select only one answer.** | **Group the two visuals that will be replaced when selecting the button.** | Group visuals that will not be affected by selecting the button. | In the tab order, hide the two visuals that will be replaced. | In the layer order, move the two visuals that will be replaced to the bottom.;;PL300_RENEWAL_25.md
. You have a report that contains a bar chart and a pie chart. The interactions use the default settings. You need to ensure that when you select a bar, the pie chart redraws showing only the data related to the bar. You enable Edit Interactions. **What should you do next?** **Select only one answer.** - Select the pie chart and set the bar chart interaction to Filter. - Select the pie chart and set the bar chart interaction to None. - **Select the bar chart and set the pie chart interaction to Filter.** - Select the bar chart and set the pie chart interaction to None.;*What should you do next?** | *Select only one answer.** | Select the pie chart and set the bar chart interaction to Filter. | Select the pie chart and set the bar chart interaction to None. | **Select the bar chart and set the pie chart interaction to Filter.** | Select the bar chart and set the pie chart interaction to None.;;PL300_RENEWAL_25.md
"Copy CertyIQ HOTSPOT - You plan to create the Power BI model shown in the exhibit. (Click the Exhibit tab.) The data has the following refresh requirements: ✑ Customer must be refreshed daily. ✑ Date must be refreshed once every three years. ✑ Sales must be refreshed in near real time. ✑ SalesAggregate must be refreshed once per week. You need to select the storage modes for the tables. The solution must meet the following requirements: ✑ Minimize the load times of visuals. ✑ Ensure that the data is loaded to the model based on the refresh requirements. Which storage mode should you select for each table? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area: Answer: ReCheck Explanation: Box 1: Dual - Customer should use the dual storage mode. Dual: Tables with this setting can act as either cached or not cached, depending on the context of the query that's submitted to the Power BI dataset. In some cases, you fulfill queries from cached data. In other cases, you fulfill queries by executing an on-demand query to the data source. Note: You set the Storage mode property to one of these three values: Import, DirectQuery, and Dual. Box 2: Dual - You can set the dimension tables (Customer, Geography, and Date) to Dual to reduce the number of limited relationships in the dataset, and improve performance. Box 3: DirectQuery - Sales should use the DirectQuery storage mode. DirectQuery: Tables with this setting aren't cached. Queries that you submit to the Power BI dataset""for example, DAX queries""and that return data from DirectQuery tables can be fulfilled only by executing on-demand queries to the data source. Queries that you submit to the data source use the query language for that data source, for example, SQL. Box 4: Import - Import: Imported tables with this setting are cached. Queries submitted to the Power BI dataset that return data from Import tables can be fulfilled only from cached data. Note:- Dual (Composite) Mode: The dual storage mode is between Import and DirectQuery. it is a hybrid approach, Like importing data, the dual storage mode caches the data in the table. However, it leaves it up to Power BI to determine the best way to query the table depending on the query context. 1) Sales Must be Refreshed in Near real time so ""Direct Query"" 2) Sales Aggregate is once per week so ""Import"" (performance also required) 3) Both Date and Customer has relationship with both Sales and SalesAggregate tables so ""Dual"" because to support performance for DirectQuery(Sales) and Import(SalesAggregate) Reference: https://docs.microsoft.com/en-us/power-bi/transform-model/desktop-storage-mode";You plan to create the Power BI model shown in the exhibit. (Click the Exhibit tab.) | Customer should use the dual storage mode. | demand query to the data source. | You can set the dimension tables (Customer, Geography, and Date) to Dual to reduce the number of limited relationships in the dataset, and improve performance. | Sales should use the DirectQuery storage mode. | demand queries to the data source. Queries that you submit to the data source use the query language for that data source, for example, SQL. | Import: Imported tables with this setting are cached. Queries submitted to the Power BI dataset that return data from Import tables can be fulfilled only from cached data. | Dual (Composite) Mode: | us/power-bi/transform-model/desktop-storage-mode;;certyiq.com_papers_microsoft_pl-300_1.md
Copy CertyIQ You have a project management app that is fully hosted in Microsoft Teams. The app was developed by using Microsoft Power Apps. You need to create a Power BI report that connects to the project management app. Which connector should you select? A. Microsoft Teams Personal Analytics B. SQL Server database C. Dataverse D. Dataflows Answer: C ReCheck Explanation: Data sources in Power BI Desktop. The Power Platform category provides the following data connections: Power BI datasets - Power BI dataflows - Common Data Service (Legacy) Dataverse - Dataflows - Other data sources include Microsoft Teams Personal Analytics (Beta). You can use the Microsoft Power BI template to import data into Power BI from Project for the web and Project Online. When you're using the template, you're connected to your Microsoft Dataverse instance, where your Microsoft Project web app data is stored. https://support.microsoft.com/en-us/office/use-power-bi-desktop-to-connect-with-your-project-data-df4ccca1-68e9-418c-9d0f-022ac05249a2 Reference: https://docs.microsoft.com/en-us/power-bi/connect-data/desktop-data-sources;Power BI dataflows - | Dataflows - | us/office/use-power-bi-desktop-to-connect-with-your-project-data-df4ccca1-68e9-418c-9d0f-022ac05249a2 | us/power-bi/connect-data/desktop-data-sources;;certyiq.com_papers_microsoft_pl-300_1.md
Copy CertyIQ For the sales department at your company, you publish a Power BI report that imports data from a Microsoft Excel file located in a Microsoft SharePoint folder. The data model contains several measures. You need to create a Power BI report from the existing data. The solution must minimize development effort. Which type of data source should you use? A. Power BI dataset B. a SharePoint folder C. Power BI dataflows D. an Excel workbook Answer: A ReCheck Explanation: Power BI dataset because the case states there is already a report published and the datamodel contains measures. therefore and to be able to use the measures in the datamodel you should connect to the existing dataset (which was created when you plublished the report) instead of starting from scratch with the files in the SharePoint folder.;;;certyiq.com_papers_microsoft_pl-300_1.md
Copy CertyIQ You import two Microsoft Excel tables named Customer and Address into Power Query. Customer contains the following columns: ✑ Customer ID ✑ Customer Name ✑ Phone ✑ Email Address ✑ Address ID Address contains the following columns: ✑ Address ID ✑ Address Line 1 ✑ Address Line 2 ✑ City ✑ State/Region ✑ Country ✑ Postal Code Each Customer ID represents a unique customer in the Customer table. Each Address ID represents a unique address in the Address table. You need to create a query that has one row per customer. Each row must contain City, State/Region, and Country for each customer. What should you do? A. Merge the Customer and Address tables. B. Group the Customer and Address tables by the Address ID column. C. Transpose the Customer and Address tables. D. Append the Customer and Address tables. Answer: A ReCheck Explanation: Remember Merge is JOIN, APPEND is UNION A merge queries operation joins two existing tables together based on matching values from one or multiple columns. You can choose to use different types of joins, depending on the output you want. Reference: https://docs.microsoft.com/en-us/power-query/merge-queries-overview;us/power-query/merge-queries-overview;;certyiq.com_papers_microsoft_pl-300_1.md
Copy CertyIQ HOTSPOT - You have two Azure SQL databases that contain the same tables and columns. For each database, you create a query that retrieves data from a table named Customer. You need to combine the Customer tables into a single table. The solution must minimize the size of the data model and support scheduled refresh in powerbi.com. What should you do? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area: Answer: ReCheck Explanation: Box 1: Append Queries as New - When you have additional rows of data that you'd like to add to an existing query, you append the query. There are two append options: * Append queries as new displays the Append dialog box to create a new query by appending multiple tables. * Append queries displays the Append dialog box to add additional tables to the current query. Incorrect: When you have one or more columns that you'd like to add to another query, you merge the queries. Box 2: Disable loading the query to the data model By default, all queries from Query Editor will be loaded into the memory of Power BI Model. You can disable the load for some queries, especially queries that used as intermediate transformation to produce the final query for the model. Disabling Load doesn't mean the query won't be refreshed, it only means the query won't be loaded into the memory. When you click on Refresh model in Power BI, or when a scheduled refresh happens even queries marked as Disable Load will be refreshed, but their data will be used as intermediate source for other queries instead of loading directly into the model. This is a very basic performance tuning tip, but very important when your Power BI model grows bigger and bigger. Reference: https://docs.microsoft.com/en-us/power-query/append-queries https://radacad.com/performance-tip-for-power-bi-enable-load-sucks-memory-up;You have two Azure SQL databases that contain the same tables and columns. | When you have additional rows of data that you'd like to add to an existing query, you append the query. | Append queries as new displays the Append dialog box to create a new query by appending multiple tables. | Append queries displays the Append dialog box to add additional tables to the current query. | us/power-query/append-queries | tip-for-power-bi-enable-load-sucks-memory-up;;certyiq.com_papers_microsoft_pl-300_1.md
Copy CertyIQ DRAG DROP - In Power Query Editor, you have three queries named ProductCategory, ProductSubCategory, and Product. Every Product has a ProductSubCategory. Not every ProductsubCategory has a parent ProductCategory. You need to merge the three queries into a single query. The solution must ensure the best performance in Power Query. How should you merge the tables? To answer, drag the appropriate merge types to the correct queries. Each merge type may be used once, more than once, or not at all. You may need to drag the split bar between panes or scroll to view content. NOTE: Each correct selection is worth one point. Select and Place: Answer: ReCheck Explanation: Box 1: Inner - Every Product has a ProductSubCategory. A standard join is needed. One of the join kinds available in the Merge dialog box in Power Query is an inner join, which brings in only matching rows from both the left and right tables. Box 2: Left outer - Not every ProductsubCategory has a parent ProductCategory. One of the join kinds available in the Merge dialog box in Power Query is a left outer join, which keeps all the rows from the left table and brings in any matching rows from the right table. Reference: https://docs.microsoft.com/en-us/power-query/merge-queries-inner https://docs.microsoft.com/en-us/power-query/merge-queries-left-outer;In Power Query Editor, you have three queries named ProductCategory, ProductSubCategory, and Product. | Every Product has a ProductSubCategory. | Not every ProductsubCategory has a parent ProductCategory. | us/power-query/merge-queries-inner https://docs.microsoft.com/en-us/power-query/merge-queries-left-outer;;certyiq.com_papers_microsoft_pl-300_1.md
"Copy CertyIQ You are building a Power BI report that uses data from an Azure SQL database named erp1. You import the following tables. You need to perform the following analyses: ✑ Orders sold over time that include a measure of the total order value Orders by attributes of products sold The solution must minimize update times when interacting with visuals in the report. What should you do first? A. From Power Query, merge the Order Line Items query and the Products query. B. Create a calculated column that adds a list of product categories to the Orders table by using a DAX function. C. Calculate the count of orders per product by using a DAX function. D. From Power Query, merge the Orders query and the Order Line Items query. Answer: D ReCheck Explanation: D. It's the Header/Detail Schema, and the most optimal way is to flatten the header into the detail table. Source: https://www.sqlbi.com/articles/header-detail-vs-star-schema-models-in-tabular-and-power-bi/ GPT: Merging the Orders query and the Order Line Items query in Power Query will allow you to create a single query that combines the necessary data from the different tables. This will make it easier and more efficient to perform the required analyses, as you will have all the information you need in one place. --- PBI will do the best aggregation base on Star Schema model, we now have 1 Fact table (Order Line Items) and 2 Dim tables (Products, Orders). Orders has common field with Products (ProductID), and pretty sure time series field (OrderDate); Orders Line Items has Price and Quanity. --- We need summarize some values like ""price"" and ""quantity"" over-time by attributes product. But we only have common field in Dim table (Orders) so we need to merge Dim (Orders) and Fact (Order Line Items) to new single Fact table to design the right Star Schema model. => So that D is correct";"detail-vs-star-schema-models-in-tabular-and-power-bi/ | -- PBI will do the best aggregation base on Star Schema model, we now have 1 Fact table (Order Line Items) and 2 Dim tables (Products, Orders). Orders has common field with Products (ProductID), and pretty sure time series field (OrderDate); Orders Line Items has Price and Quanity. | -- We need summarize some values like ""price"" and ""quantity"" over-time by attributes product. But we only have common field in Dim table (Orders) so we need to merge Dim (Orders) and Fact (Order Line Items) to new single Fact table to design the right Star Schema model.";;certyiq.com_papers_microsoft_pl-300_1.md
Copy CertyIQ You have a Microsoft SharePoint Online site that contains several document libraries. One of the document libraries contains manufacturing reports saved as Microsoft Excel files. All the manufacturing reports have the same data structure. You need to use Power BI Desktop to load only the manufacturing reports to a table for analysis. What should you do? A. Get data from a SharePoint folder and enter the site URL Select Transform, then filter by the folder path to the manufacturing reports library. B. Get data from a SharePoint list and enter the site URL. Select Combine & Transform, then filter by the folder path to the manufacturing reports library. C. Get data from a SharePoint folder, enter the site URL, and then select Combine & Load. D. Get data from a SharePoint list, enter the site URL, and then select Combine & Load. Answer: A ReCheck Explanation: We have to import Excel files from SharePoint, so we need the connector SharePoint folder which is used to get access to the files stored in the library. SharePoint list is a collection of content that has rows and columns (like a table) and is used for task lists, calendars, etc. Since we have to filter only on manufacturing reports, we have to select Transform and then filter by the corresponding folder path.;;;certyiq.com_papers_microsoft_pl-300_1.md
Copy CertyIQ DRAG DROP - You have a Microsoft Excel workbook that contains two sheets named Sheet1 and Sheet2. Sheet1 contains the following table named Table1. Sheet2 contains the following table named Table2. You need to use Power Query Editor to combine the products from Table1 and Table2 into the following table that has one column containing no duplicate values. Which three actions should you perform in sequence? To answer, move the appropriate actions from the list of actions to the answer area and arrange them in the correct order. Select and Place: Answer: ReCheck Explanation: From Power BI Desktop, import data from Excel, and select Table 1 and Table 2. From Power Query Editor, append Table 2 to Table 1. From Power Query Editor Select Table 1,and then Select Remove duplicates. Reference: https://docs.microsoft.com/en-us/power-bi/connect-data/desktop-shape-and-combine-data;You have a Microsoft Excel workbook that contains two sheets named Sheet1 and Sheet2. | us/power-bi/connect-data/desktop-shape-and-combine-data;;certyiq.com_papers_microsoft_pl-300_1.md
"Copy CertyIQ You have a CSV file that contains user complaints. The file contains a column named Logged. Logged contains the date and time each complaint occurred. The data in Logged is in the following format: 2018-12-31 at 08:59. You need to be able to analyze the complaints by the logged date and use a built-in date hierarchy. What should you do? A. Apply a transformation to extract the last 11 characters of the Logged column and set the data type of the new column to Date. B. Change the data type of the Logged column to Date. C. Split the Logged column by using at as the delimiter. D. Apply a transformation to extract the first 11 characters of the Logged column. Answer: C ReCheck Explanation: You should split the Logged column by using ""at"" as the delimiter. This will allow you to separate the date and time into separate columns, which will enable you to analyze the complaints by date and use a built-in date hierarchy. Alternatively, you could also use a transformation to extract the date and time from the Logged column and set the data type of the new columns to Date and Time, respectively. Option A is incorrect because it only extracts the last 11 characters of the Logged column, which would not include the date. Option B is incorrect because the data in the Logged column is in a non-standard date format and cannot be directly converted to the Date data type. Option D is incorrect because it only extracts the first 11 characters of the Logged column, which would not include the time.";12-31 at 08:59. | in date hierarchy. | in date hierarchy. Alternatively, you could also use a transformation to extract the date and time from the Logged column and set the data type of the new columns to Date and Time, respectively. Option A is incorrect because it only extracts the last 11 characters of the Logged column, which would not include the date. Option B is incorrect because the data in the Logged column is in a non-standard date format and cannot be directly converted to the Date data type. Option D is incorrect because it only extracts the first 11 characters of the Logged column, which would not include the time.;;certyiq.com_papers_microsoft_pl-300_1.md
Copy CertyIQ You have a Microsoft Excel file in a Microsoft OneDrive folder. The file must be imported to a Power BI dataset. You need to ensure that the dataset can be refreshed in powerbi.com. Which two connectors can you use to connect to the file? Each correct answer presents a complete solution. NOTE: Each correct selection is worth one point. A. Excel Workbook B. Text/CSV C. Folder D. SharePoint folder E. Web Answer: DE ReCheck Explanation: We can import an excel file from multiple connectors (excel workbook, folder, web, share point) but if we must refresh the data from the service with no gateways then We must use web and share point connectors.;;;certyiq.com_papers_microsoft_pl-300_1.md
Copy CertyIQ HOTSPOT - You are profiling data by using Power Query Editor. You have a table named Reports that contains a column named State. The distribution and quality data metrics for the data in State is shown in the following exhibit. Use the drop-down menus to select the answer choice that completes each statement based on the information presented in the graphic. NOTE: Each correct selection is worth one point. Hot Area: Answer: ReCheck Explanation: Box 1: 69 - 69 distinct/different values. Note: Column Distribution allows you to get a sense for the overall distribution of values within a column in your data previews, including the count of distinct values (total number of different values found in a given column) and unique values (total number of values that only appear once in a given column). Box 2: 4 - Reference: https://systemmanagement.ro/2018/10/16/power-bi-data-profiling-distinct-vs-unique/;You are profiling data by using Power Query Editor. | down menus to select the answer choice that completes each statement based on the information presented in the graphic. | 69 distinct/different values. | Reference: | bi-data-profiling-distinct-vs-unique/;;certyiq.com_papers_microsoft_pl-300_1.md
Copy CertyIQ HOTSPOT - You have two CSV files named Products and Categories. The Products file contains the following columns: ✑ ProductID ✑ ProductName ✑ SupplierID ✑ CategoryID The Categories file contains the following columns: ✑ CategoryID ✑ CategoryName ✑ CategoryDescription From Power BI Desktop, you import the files into Power Query Editor. You need to create a Power BI dataset that will contain a single table named Product. The Product will table includes the following columns: ✑ ProductID ✑ ProductName ✑ SupplierID ✑ CategoryID ✑ CategoryName ✑ CategoryDescription How should you combine the queries, and what should you do on the Categories query? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area: Answer: ReCheck Explanation: Box 1: Merge - There are two primary ways of combining queries: merging and appending. * When you have one or more columns that you'd like to add to another query, you merge the queries. * When you have additional rows of data that you'd like to add to an existing query, you append the query. Box 2: Disable the query load - Managing loading of queries - In many situations, it makes sense to break down your data transformations in multiple queries. One popular example is merging where you merge two queries into one to essentially do a join. In this type of situations, some queries are not relevant to load into Desktop as they are intermediate steps, while they are still required for your data transformations to work correctly. For these queries, you can make sure they are not loaded in Desktop by un-checking 'Enable load' in the context menu of the query in Desktop or in the Properties screen: Reference: https://docs.microsoft.com/en-us/power-bi/connect-data/desktop-shape-and-combine-data https://docs.microsoft.com/en-us/power-bi/connect-data/refresh-include-in-report-refresh;You have two CSV files named Products and Categories. | There are two primary ways of combining queries: merging and appending. | When you have one or more columns that you'd like to add to another query, you merge the queries. | When you have additional rows of data that you'd like to add to an existing query, you append the query. | Managing loading of queries - | checking 'Enable load' in the context menu of the query in Desktop or in the Properties screen: | us/power-bi/connect-data/desktop-shape-and-combine-data https://docs.microsoft.com/en-us/power-bi/connect-data/refresh-include-in-report-refresh;;certyiq.com_papers_microsoft_pl-300_1.md
Copy CertyIQ You have an Azure SQL database that contains sales transactions. The database is updated frequently. You need to generate reports from the data to detect fraudulent transactions. The data must be visible within five minutes of an update. How should you configure the data connection? A. Add a SQL statement. B. Set the Command timeout in minutes setting. C. Set Data Connectivity mode to Import. D. Set Data Connectivity mode to DirectQuery. Answer: D ReCheck Explanation: DirectQuery: No data is imported or copied into Power BI Desktop. For relational sources, the selected tables and columns appear in the Fields list. For multi- dimensional sources like SAP Business Warehouse, the dimensions and measures of the selected cube appear in the Fields list. As you create or interact with a visualization, Power BI Desktop queries the underlying data source, so you're always viewing current data. Reference: https://docs.microsoft.com/en-us/power-bi/connect-data/desktop-use-directquery;dimensional sources like SAP Business Warehouse, the dimensions and measures of the selected cube appear in the Fields list. As you create or interact with a visualization, Power BI Desktop queries the underlying data source, so you're always viewing current data. | us/power-bi/connect-data/desktop-use-directquery;;certyiq.com_papers_microsoft_pl-300_1.md
Copy CertyIQ DRAG DROP - You have a folder that contains 100 CSV files. You need to make the file metadata available as a single dataset by using Power BI. The solution must NOT store the data of the CSV files. Which three actions should you perform in sequence. To answer, move the appropriate actions from the list of actions to the answer area and arrange them in the correct order. Select and Place: Answer: ReCheck Explanation: 1. Get data and select folder. 2. Remove the content column 3. Expand the attributes column. Get Data from the folder: This is the first step where you connect to the folder that contains your CSV files. Power BI will recognize all the CSV files in the folder and generate a dataset with both file metadata and content. Remove Content Column: After you load the data from the folder, Power BI typically presents two columns: Content (which contains the actual data of the CSV files) and Attributes (which contains the metadata). In this step, you would remove the Content column to ensure you're only working with the metadata (e.g., file names, paths, creation dates). Expand Attributes: The Attributes column contains a record with metadata for each file. To make the metadata more accessible and usable in your report, you'll need to expand this column. Expanding will break the record down into individual metadata fields (e.g., file name, file path, etc.), so that you can work with these attributes as separate columns in Power Query.;You have a folder that contains 100 CSV files.;;certyiq.com_papers_microsoft_pl-300_1.md
Copy CertyIQ A business intelligence (BI) developer creates a dataflow in Power BI that uses DirectQuery to access tables from an on-premises Microsoft SQL server. The Enhanced Dataflows Compute Engine is turned on for the dataflow. You need to use the dataflow in a report. The solution must meet the following requirements: ✑ Minimize online processing operations. ✑ Minimize calculation times and render times for visuals. ✑ Include data from the current year, up to and including the previous day. What should you do? A. Create a dataflows connection that has DirectQuery mode selected. B. Create a dataflows connection that has DirectQuery mode selected and configure a gateway connection for the dataset. C. Create a dataflows connection that has Import mode selected and schedule a daily refresh. D. Create a dataflows connection that has Import mode selected and create a Microsoft Power Automate solution to refresh the data hourly. Answer: C ReCheck Explanation: A daily update is adequate. When you set up a refresh schedule, Power BI connects directly to the data sources using connection information and credentials in the dataset to query for updated data, then loads the updated data into the dataset. Any visualizations in reports and dashboards based on that dataset in the Power BI service are also updated. Reference: https://docs.microsoft.com/en-us/power-bi/connect-data/refresh-desktop-file-local-drive;premises Microsoft SQL server. The | us/power-bi/connect-data/refresh-desktop-file-local-drive;;certyiq.com_papers_microsoft_pl-300_1.md
"Copy CertyIQ DRAG DROP - You publish a dataset that contains data from an on-premises Microsoft SQL Server database. The dataset must be refreshed daily. You need to ensure that the Power BI service can connect to the database and refresh the dataset. Which four actions should you perform in sequence? To answer, move the appropriate actions from the list of actions to the answer area and arrange them in the correct order. Answer: ReCheck Explanation: Configure an on premises data gateway. Add a data source. Add the dataset owner to the data source. Configure a scheduled refresh. Set up an on-premises data gateway: Download and install an on-premises data gateway on a machine that has access to the SQL Server database. Make sure that the gateway is registered to the same workspace as the dataset. Configure a data source: In the Power BI service, go to the dataset settings, and select the data source. Then, enter the necessary details, including the server name, database name, and credentials. Schedule refresh: In the dataset settings, go to the ""Scheduled refresh"" tab, and set up a refresh schedule. Ensure that the gateway is selected as the ""Data source credentials"" option. Publish the dataset: Finally, publish the dataset to the Power BI service. The dataset will be refreshed according to the schedule you set up, and the on-premises data gateway will allow the service to connect to the SQL Server database.";You publish a dataset that contains data from an on-premises Microsoft SQL Server database. | premises data gateway: Download and install an on-premises data gateway on a machine that has access to the SQL Server database. Make sure that the gateway is registered to the same workspace as the dataset. | premises data gateway will allow the service to connect to the SQL Server database.;;certyiq.com_papers_microsoft_pl-300_1.md
Copy CertyIQ You attempt to connect Power BI Desktop to a Cassandra database. From the Get Data connector list, you discover that there is no specific connector for the Cassandra database. You need to select an alternate data connector that will connect to the database. Which type of connector should you choose? A. Microsoft SQL Server database B. ODBC C. OLE DB D. OData Answer: B ReCheck Explanation: B is Correct because, B´cause it allows you to connect to data sources that aren't identified in the Get Data lists. The ODBC connector lets you import data from any third-party ODBC driver simply by specifying a Data Source Name (DSN) or a connection string. As an option, you can also specify a SQL statement to execute against the ODBC driver. List details a few examples of data sources to which Power BI Desktop can connect by using the generic ODBC interface: https://learn.microsoft.com/en-us/power-bi/connect-data/desktop-connect-using-generic-interfaces;party ODBC driver simply by specifying a Data Source Name (DSN) or a connection string. As an option, you can also specify a SQL statement to execute against the ODBC driver. | us/power-bi/connect-data/desktop-connect-using-generic-interfaces;;certyiq.com_papers_microsoft_pl-300_1.md
"Copy CertyIQ DRAG DROP - You receive annual sales data that must be included in Power BI reports. From Power Query Editor, you connect to the Microsoft Excel source shown in the following exhibit. You need to create a report that meets the following requirements: • Visualizes the Sales value over a period of years and months • Adds a slicer for the month • Adds a slicer for the year Which three actions should you perform in sequence? To answer, move the appropriate actions from the list of actions to the answer area and arrange them in the correct order. Answer: ReCheck Explanation: Select the Month and Month Number Columns. Select Unpivot Other Columns Rename the Attribute Column as Year and the value Column as Sales. Action 1: Select the Month and MonthNumber Columns. These columns will be used for the slicers to filter the data by month. Action 2: Select unpivot other columns. This action will transform the 2019, 2020, and 2021 columns into rows, creating a column called ""Attribute"" that contains the years and a column called ""Value"" that contains the sales data. This step makes the data more suitable for visualization and filtering by year. Action 3: Rename the Attribute column as Year and the value column as sales. Renaming the columns provides a more descriptive and meaningful structure for your data. After performing these actions, your data will be in a format that allows you to create visuals and add slicers for the month and year in Power BI.";You receive annual sales data that must be included in Power BI reports.;;certyiq.com_papers_microsoft_pl-300_1.md
Copy CertyIQ HOTSPOT - You are using Power BI Desktop to connect to an Azure SQL database. The connection is configured as shown in the following exhibit. Use the drop-down menus to select the answer choice that completes each statement based on the information presented in the graphic. NOTE: Each correct solution is worth one point. Answer: ReCheck Explanation: 10 minutes. Only tables that Contain data. Command timeout in minutes: If your connection lasts longer than 10 minutes (the default timeout), you can enter another value in minutes to keep the connection open longer. This option is only available in Power Query Desktop. Navigate using full hierarchy: If checked, the navigator displays the complete hierarchy of tables in the database you're connecting to. If cleared, the navigator displays only the tables whose columns and rows contain data. Include relationship columns: If checked, includes columns that might have relationships to other tables. If this box is cleared, you won’t see those columns. https://learn.microsoft.com/en-us/power-query/connectors/azure-sql-database 1 2 3 Last Other exams recommendation Microsoft : DP-700 Implementing Data Engineering Solutions Using Microsoft Fabric (Beta) View Microsoft : DP-600 Implementing Analytics Solutions Using Microsoft Fabric (Beta) View Microsoft : AI-102 Designing And Implementing A Microsoft Azure AI Solution View Microsoft : PL-200 Microsoft Power Platform Functional Consultant View Microsoft : DP-900 Microsoft Azure Data Fundamentals View Microsoft : AI-900 Microsoft Azure AI Fundamentals View Microsoft : PL-400 Microsoft Power Platform Developer View Microsoft : PL-900 Microsoft Power Platform Fundamentals View Future is Secured 100% Pass Guarantee 24/7 Customer Support Mail us - support@certyiq.com Verified Updates Lifetime Updates!;You are using Power BI Desktop to connect to an Azure SQL database. | down menus to select the answer choice that completes each statement based on the information presented in the graphic. | us/power-query/connectors/azure-sql-database | 700 | 600 | 102 | 200 | 900 | 900 | 400 | 900 | support@certyiq.com;;certyiq.com_papers_microsoft_pl-300_1.md
(Topic: Question Set 1) HOTSPOT You plan to create the Power BI model shown in the exhibit. (Click the Exhibit tab.) The data has the following refresh requirements: ✑ Customer must be refreshed daily. ✑ Date must be refreshed once every three years. ✑ Sales must be refreshed in near real time. ✑ SalesAggregate must be refreshed once per week. You need to select the storage modes for the tables. The solution must meet the following requirements: ✑ Minimize the load times of visuals. ✑ Ensure that the data is loaded to the model based on the refresh requirements. Which storage mode should you select for each table? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area: Reveal Solution Next Question;;;www.itexams.com_exam_PL-300.md
(Topic: Question Set 1) You have a project management app that is fully hosted in Microsoft Teams. The app was developed by using Microsoft Power Apps. You need to create a Power BI report that connects to the project management app. Which connector should you select? A. Microsoft Teams Personal Analytics B. SQL Server database C. Dataverse D. Dataflows Reveal Solution Next Question;;;www.itexams.com_exam_PL-300.md
(Topic: Question Set 1) For the sales department at your company, you publish a Power BI report that imports data from a Microsoft Excel file located in a Microsoft SharePoint folder. The data model contains several measures. You need to create a Power BI report from the existing data. The solution must minimize development effort. Which type of data source should you use? A. Power BI dataset B. a SharePoint folder C. Power BI dataflows D. an Excel workbook Reveal Solution Next Question;;;www.itexams.com_exam_PL-300.md
(Topic: Question Set 1) You import two Microsoft Excel tables named Customer and Address into Power Query. Customer contains the following columns: ✑ Customer ID ✑ Customer Name ✑ Phone ✑ Email Address ✑ Address ID Address contains the following columns: ✑ Address ID ✑ Address Line 1 ✑ Address Line 2 ✑ City ✑ State/Region ✑ Country ✑ Postal Code Each Customer ID represents a unique customer in the Customer table. Each Address ID represents a unique address in the Address table. You need to create a query that has one row per customer. Each row must contain City, State/Region, and Country for each customer. What should you do? A. Merge the Customer and Address tables. B. Group the Customer and Address tables by the Address ID column. C. Transpose the Customer and Address tables. D. Append the Customer and Address tables. Reveal Solution Next Question;;;www.itexams.com_exam_PL-300.md
(Topic: Question Set 1) HOTSPOT You have two Azure SQL databases that contain the same tables and columns. For each database, you create a query that retrieves data from a table named Customer. You need to combine the Customer tables into a single table. The solution must minimize the size of the data model and support scheduled refresh in powerbi.com. What should you do? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area: Reveal Solution Download Exam Page: 1 / 80 Total 397 questions Next Page BLOG TERMS & CONDITIONS PRIVACY POLICY DMCA & LEGAL NEW EXAMS ITExams.com is owned by MBS Tech Limited: Room 1905 Nam Wo Hong Building, 148 Wing Lok Street, Sheung Wan, Hong Kong. Company registration number: 2310926 ITExams doesn't offer Real Microsoft Exam Questions. ITExams doesn't offer Real Amazon Exam Questions. ITExams Materials do not contain actual questions and answers from Cisco's Certification Exams. CFA Institute does not endorse, promote or warrant the accuracy or quality of ITExams. CFA® and Chartered Financial Analyst® are registered trademarks owned by CFA Institute.;;;www.itexams.com_exam_PL-300.md
(Topic: Question Set 1) DRAG DROP In Power Query Editor, you have three queries named ProductCategory, ProductSubCategory, and Product. Every Product has a ProductSubCategory. Not every ProductsubCategory has a parent ProductCategory. You need to merge the three queries into a single query. The solution must ensure the best performance in Power Query. How should you merge the tables? To answer, drag the appropriate merge types to the correct queries. Each merge type may be used once, more than once, or not at all. You may need to drag the split bar between panes or scroll to view content. NOTE: Each correct selection is worth one point. Select and Place: Reveal Solution Next Question;;;www.itexams.com_exam_PL-300_2.md
